case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,"The Trump administration terminated Remain in Mexico in 2021, and the Biden administration reimplemented it in 2025, which is beyond the one-year deadline for asylum filing under INA § 208(a)(2)(B).",15054,
25-2581-2025-07-18,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/07/18/25-2581.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,The district court found that the reimplementation of Remain in Mexico likely violates the APA by infringing the right to apply for asylum with the assistance of counsel as codified in the INA.,15054,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,The INA states that a migrant who arrives in the United States—“whether or not at a designated port of arrival”—may apply for asylum. See 8 U.S.C. § 1158(a).,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,"The Rule conflicts with the plain congressional intent instilled in 8 U.S.C. § 1158(a), which states that a migrant who arrives anywhere along the United States’s borders may apply for asylum.",16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,16013,
18-17274-2021-03-24,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/03/24/18-17274.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The Rule is substantively invalid because it conflicts with the plain congressional intent in 8 U.S.C. § 1158(a), and is therefore 'not in accordance with law,' 5 U.S.C. § 706(2)(A).",16013,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,At that time he did not raise a fear of persecution or torture if removed to Guatemala.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,"If the asylum officer determines that the non-citizen has not established a reasonable fear, the non-citizen may request review of that determination by an immigration judge.",9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,He was robbed in one incident and kidnapped for ransom.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Gonzalez also testified that he had a brother-in-law who was being charged 2000 pesos for his business and was threatened with death if he said anything.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,He was robbed in one incident and kidnapped for ransom.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,"The asylum officer found Orozco-Lopez credible but determined that he had not established a reasonable fear of persecution because, among other reasons, (1) he was not actually harmed during the 2003 incident with the masked men; (2) there was no indication that they acted against him on account of a protected ground; (3) after the incident, there was no further contact with them; and (4) Orozco-Lopez’s fear of future persecution was related to general victimization by criminals or gangs—an unprotected ground.",9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,9535,
20-70127-2021-08-25,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/08/25/20-70127.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The IJ found him credible but concluded that he had not shown past harm based on a protected ground, a reasonable fear of future harm on account of a protected ground, or fear of torture by the government or with the government’s acquiescence.",9535,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Immigration / Preliminary Injunctions The panel affirmed the district court’s grant of a temporary restraining order and a subsequent grant of a preliminary injunction enjoining enforcement of a rule and presidential proclamation that, together, strip asylum eligibility from every migrant who crosses into the United States along the southern border of Mexico between designated ports of entry.",15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,"The same day, President Trump issued a presidential proclamation (“the Proclamation”) that suspends the entry of all migrants along the southern border of the United States for ninety days, except for any migrant who enters at a port of entry and properly presents for inspection.",15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,The Rule and Proclamation together make asylum entirely unavailable to migrants who enter the country between ports of entry.,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,The Organizations argue that the Rule is likely unlawful because it is issued without public notice and comment or complying with the thirty-day grace period required by the Administrative Procedure Act (‘‘APA’).,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,"The Organizations bring their claims under the APA, but because the APA provides a cause of action only to those 'suffering legal wrong because of agency action . . . within the meaning of a relevant statute,' the relevant zone of interest is that of the INA.",15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,"The government argues, as it did previously before the district court and before the motions panel, that the Organizations lack Article III standing because they have not suffered a cognizable injury and are outside the zone of interests protected by the INA.",15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,The Organizations filed a motion for a preliminary injunction in the district court. The arguments presented during the second round of litigation were 'nearly identical' to those made during the first.,15476,
18-17274-2020-02-28,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/02/28/18-17274.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,"The Rule is substantively invalid because it conflicts with the plain congressional intent instilled in 8 U.S.C. § 1158(a), and is therefore 'not in accordance with law,' 5 U.S.C. § 706(2)(A).",15476,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,asylum_requested,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4560,
16-73915-2020-05-04,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/05/04/16-73915.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,4560,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,Ramirez-Cordova seeks withholding of removal under INA § 241(b)(3).,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,Ramirez-Cordova seeks protection under the Convention Against Torture under 8 C.F.R. §§ 1208.16-1208.18.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,Ramirez-Cordova seeks protection under the Convention Against Torture under 8 C.F.R. §§ 1208.16-1208.18.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,"The record describes past physical violence inflicted on the petitioner, such as beatings, shootings, stabbings, or similar harm.",6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The IJ or BIA made an explicit credibility finding about the petitioner.,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,Ramirez-Cordova missed the one-year asylum filing deadline under INA § 208(a)(2)(B).,6582,
20-70397-2022-08-12,https://cdn.ca9.uscourts.gov/datastore/memoranda/2022/08/12/20-70397.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,"The IJ or BIA found that the petitioner established the required nexus: that a protected ground was, or would be, 'at least one central reason' for the persecution, as required by INA § 208(b)(1)(B)(i).",6582,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,asylum_requested,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4517,
17-73156-2023-01-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/01/17/17-73156.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,4517,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,asylum_requested,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,credibility_finding,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4616,
24-5221-2026-05-04,https://cdn.ca9.uscourts.gov/datastore/memoranda/2026/05/04/24-5221.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,4616,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,Santiago Grande petitioned for asylum under INA § 208 / 8 U.S.C. § 1158.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,Santiago Grande sought withholding of removal under INA § 241(b)(3).,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,Santiago Grande sought protection under the Convention Against Torture under 8 C.F.R. §§ 1208.16-1208.18.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The BIA made an explicit credibility finding about Santiago Grande.,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,Santiago Grande missed the one-year asylum filing deadline under INA § 208(a)(2)(B).,5462,
22-761-2023-04-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2023/04/20/22-761.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,5462,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Margosyan's asylum application was filed after May 11, 2005, the REAL ID Act guides our review.",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,withholding_requested,False,Not mentioned in the opinion.,7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,CAT_requested,False,Not mentioned in the opinion.,7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,"The IJ did not properly consider Margosyan’s ‘association with, or relationship to, people who are known to hold a particular political opinion’ in order to raise the inference that the persecutors have imputed a political view to [her].",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,"Margosyan was targeted on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,True,"Margosyan was targeted on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,True,"Margosyan was targeted on multiple occasions based on her association with her husband by threatening her, intervening in her employment, raping her, and arresting her.",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The IJ stated that he had ‘considered the extent to which the respondent’s testimony [was] otherwise consistent with her written statement and the extent to which she was internally consistent in her own testimony.’,7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,"Margosyan's asylum application was filed after May 11, 2005, the REAL ID Act guides our review.",7015,
14-70905-2020-01-28,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/01/28/14-70905.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,The circumstantial evidence in the record supports a conclusion that Margosyan (if credible) was targeted based on an imputed political opinion.,7015,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,"Petitioner applied for asylum under INA § 208 / 8 U.S.C. § 1158, not just withholding of removal or CAT protection.",7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,Petitioner sought withholding of removal under INA § 241(b)(3).,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,CAT_requested,True,Petitioner sought protection under the Convention Against Torture under 8 C.F.R. §§ 1208.16-1208.18.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,protected_ground_political_opinion,True,"The record describes past physical violence inflicted on the petitioner, such as beatings, shootings, stabbings, or similar harm.",7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,protected_ground_particular_social_group,True,The record describes death threats made against the petitioner.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,past_persecution_physical_violence,True,"The record describes past physical violence inflicted on the petitioner, such as beatings, shootings, stabbings, or similar harm.",7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,past_persecution_death_threats,True,The record describes death threats made against the petitioner.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,credibility_finding,True,The BIA erroneously found that Estrada-Hernandez “provided no evidence establishing that he is likely to be singled out for persecution in Mexico” (emphasis added) and so failed to analyze at all the impact of the first factor.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,bars_one_year_deadline_missed,True,Estrada-Hernandez did not demonstrate that it was more likely than not that he would be tortured if removed to Mexico.,7250,
22-629-2024-02-20,https://cdn.ca9.uscourts.gov/datastore/memoranda/2024/02/20/22-629.pdf,microsoft/phi-4-mini-instruct,nexus_requirement_met,True,The BIA erroneously found that Estrada-Hernandez “provided no evidence establishing that he is likely to be singled out for persecution in Mexico” (emphasis added) and so failed to analyze at all the impact of the first factor.,7250,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,microsoft/phi-4-mini-instruct,asylum_requested,True,Cruz-Ramirez's petition for review of his asylum application.,6567,
17-71346-2020-06-17,https://cdn.ca9.uscourts.gov/datastore/memoranda/2020/06/17/17-71346.pdf,microsoft/phi-4-mini-instruct,withholding_requested,True,Cruz-Ramirez's petition for review of his withholding of removal application.,6567,
